,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
RPL6P10,224.39446777304315,-0.14923906416326638,0.16592031888206357,-0.8994622549474831,0.3684064919936789,0.655359694959116,RPL6P10
WNT3,150.45232489403665,-0.20163311555319818,0.22417764243329438,-0.8994345438046772,0.3684212463670039,0.655359694959116,WNT3
EPHB4,2240.2868340512455,0.0800384941230559,0.08896986889215273,0.8996134884730105,0.3683259765007463,0.655359694959116,EPHB4
CYB5R3,3978.1690369941957,-0.08005790471398037,0.08902785501426284,-0.8992455754567441,0.3685218694722213,0.655359694959116,CYB5R3
ATAD3C,49.365813844318005,0.2759046959359671,0.3068721143131939,0.8990868934229017,0.368606378731143,0.6553804094824277,ATAD3C
ACTR1B,1042.2756747517074,0.09083245653329909,0.10105782664013044,0.8988166434328322,0.36875033346840047,0.6554652652453052,ACTR1B
PLCH2,67.46092980246779,-0.2510181349191199,0.2792590825543122,-0.8988718741862234,0.3687209107217342,0.6554652652453052,PLCH2
PSMA2,77.2889864678921,-0.237870364505375,0.2648652022079321,-0.8980808446050048,0.3691424504900287,0.6560766605382466,PSMA2
ATXN3,642.2584106798748,-0.10426034762309913,0.11612726260468102,-0.8978111193236415,0.3692862556198693,0.6561610356475126,ATXN3
NCOA2,1331.2398128337795,0.12721954256370685,0.1416906477339898,0.8978683109879558,0.3692557607420467,0.6561610356475126,NCOA2
NCK1-DT,33.67020140509624,0.37356168722674127,0.416262246443803,0.897419091974207,0.36949532869099844,0.6563613069184341,NCK1-DT
TENT4B,666.0971158295905,0.09954362308548009,0.11091184705692743,0.897502167053332,0.36945101757268795,0.6563613069184341,TENT4B
BMP2K,819.5425260110269,0.10945336980586606,0.12202642907400972,0.8969644579165877,0.36973788282817377,0.6566209330945394,BMP2K
HDHD2,450.057465712111,0.12854928933595267,0.14330194136268562,0.8970519737105642,0.36969118414076796,0.6566209330945394,HDHD2
ERFE,320.5699908792311,-0.19711167945258032,0.21980891961463217,-0.8967410412559939,0.3698571152462037,0.6566690102954849,ERFE
WDFY3-AS2,39.978400795636674,0.37654046190461077,0.4199024964300539,0.8967330870997422,0.3698613606398925,0.6566690102954849,WDFY3-AS2
MFAP1,910.3167732001821,0.09228128174155853,0.1029510662005062,0.8963606220632302,0.37006019133548507,0.6569364069016567,MFAP1
KGD4,336.9870861515253,0.11877862276335284,0.1325427794490135,0.8961531005847403,0.3701710000377334,0.6570474962233279,KGD4
SMG1P2,116.13561721903885,-0.1930741291508899,0.21551859203138957,-0.8958583448929051,0.37032842396955,0.6572412870944737,SMG1P2
ATAD1,1678.2156725743553,0.09971665193809728,0.11133208752767462,0.8956685727581456,0.37042979999437897,0.6572499564109696,ATAD1
GNA15,44.712177497338836,0.30231922208485307,0.3375041333751792,0.8957496877491169,0.3703864663641221,0.6572499564109696,GNA15
TMSB15A,55.20723841183359,-0.2753664333387121,0.3078316822905543,-0.894535712795153,0.37103533075801265,0.6574776355435238,TMSB15A
SMIM10L1,126.35818202220428,-0.24538923323004067,0.2743513101309684,-0.8944343408197979,0.37108954553944773,0.6574776355435238,SMIM10L1
E4F1,1032.9550681339042,0.11440064754193723,0.12792117988859067,0.8943057564163435,0.3711583208814947,0.6574776355435238,E4F1
TMEM243,256.0173870147322,0.18267833909228218,0.20414377916174561,0.8948513633008817,0.37086654908737304,0.6574776355435238,TMEM243
EBPL,477.16793937496504,-0.11928206228340955,0.133274032255178,-0.8950135316309915,0.37077985449805506,0.6574776355435238,EBPL
NAA15,1743.348824428707,0.07781627057410033,0.0869334268677768,0.8951248487242611,0.37072035207445586,0.6574776355435238,NAA15
CCDC50,1702.9251284610193,-0.09857147999575316,0.11010925359781333,-0.8952152228349199,0.37067204868222714,0.6574776355435238,CCDC50
ST8SIA6,38.123749898941206,0.3410222719161534,0.38134795453050746,0.8942548868158987,0.37118553145160693,0.6574776355435238,ST8SIA6
ALG10,134.93703124457107,0.2097072761387342,0.23443027837695932,0.8945400636411351,0.37103300399058214,0.6574776355435238,ALG10
MMAA,59.49294594740016,0.2588990645569688,0.28923024595477925,0.8951313639495619,0.3707168696690073,0.6574776355435238,MMAA
ACADSB,672.6739864709429,0.10732274025170395,0.11995631823462356,0.8946818461182721,0.37095718579592774,0.6574776355435238,ACADSB
TAF1A,261.5774489251312,0.13663144271676672,0.15276519721009588,0.8943885466848799,0.3711140383286594,0.6574776355435238,TAF1A
TTC28-AS1,182.17212500314363,-0.1644286873250067,0.18376253852550678,-0.894788941447843,0.3708999229326537,0.6574776355435238,TTC28-AS1
ENSG00000197813,81.42204386601031,0.23064145492987886,0.258150961886313,0.8934363569462546,0.37162354004647113,0.6574840890978021,ENSG00000197813
DCUN1D5,757.4981401517979,0.09429024937257,0.10549758221400245,0.8937669223670139,0.37144661055751027,0.6574840890978021,DCUN1D5
COPA,6328.0563576684335,-0.0752859930173275,0.08424162202509394,-0.8936911612991172,0.37148715575712876,0.6574840890978021,COPA
ARFIP1,695.6197192182794,0.11083907644602138,0.12396350061540995,0.8941267058107177,0.3712541020210016,0.6574840890978021,ARFIP1
IBA57,745.0497938141616,-0.1042949503685067,0.11667349526021784,-0.8939043965032232,0.3713730452644176,0.6574840890978021,IBA57
NEDD4,397.31703264146523,-0.13900592615180207,0.15554021472222437,-0.8936976614057625,0.3714836769746135,0.6574840890978021,NEDD4
ETHE1,632.998765889071,0.10663167492685928,0.1193338988104948,0.8935572874912353,0.3715588079775777,0.6574840890978021,ETHE1
DPP3,933.8302488990508,-0.10135167234295135,0.11343645466940908,-0.893466501913545,0.37160740330250075,0.6574840890978021,DPP3
CCDC157,73.55453374599757,0.2299715445135241,0.25724920207893265,0.8939640731828632,0.3713411138354933,0.6574840890978021,CCDC157
TTLL3,1037.8334354336134,0.08380333101292196,0.09381324760883798,0.893299540831875,0.37169678382390425,0.657528280227639,TTLL3
SPATA17,22.891138181928557,0.4402603812564494,0.49311867369968826,0.8928081712122916,0.37195990973957305,0.6579083160714364,SPATA17
DLGAP5,1616.0948857444482,-0.34355072784443863,0.384886214329601,-0.8926033592625265,0.3720696195831763,0.6579091973883621,DLGAP5
NSFL1C,1011.8503735741848,0.08970284262718015,0.1005169931795958,0.8924147031229458,0.37217069313143136,0.6579091973883621,NSFL1C
ITSN2,1182.9359402835446,-0.08311517314974474,0.0931348760881753,-0.8924172838438694,0.3721693103814142,0.6579091973883621,ITSN2
CKMT2-AS1,129.53426586051918,-0.17621999148692816,0.19742283614027697,-0.8926018637566155,0.37207042074164576,0.6579091973883621,CKMT2-AS1
STX6,824.6726567122878,0.12057158048008212,0.135115932008593,0.8923565022103692,0.3722018780204145,0.6579091973883621,STX6
ENSG00000272338,30.304094120064374,-0.3500134082654895,0.3924760981351913,-0.8918082143818216,0.3724957380492112,0.6580227664902935,ENSG00000272338
PLIN4,193.52839864990608,0.1478592394701195,0.16591179444532975,0.8911918526614524,0.37282625451827656,0.6580227664902935,PLIN4
TMLHE,167.02505671095244,-0.16791871241349113,0.18840797769486228,-0.8912505429331941,0.37279477475132994,0.6580227664902935,TMLHE
PPP3CB,1051.0022790531418,0.08642584548254491,0.09695196128832592,0.8914295733071625,0.3726987582009984,0.6580227664902935,PPP3CB
TSR1,3081.731849762548,-0.07594322288142243,0.08518007691619658,-0.8915608629484835,0.37262835542668715,0.6580227664902935,TSR1
LAMTOR3,346.32566649040274,-0.11836459625545731,0.13276078809132372,-0.8915629227361658,0.37262725095152727,0.6580227664902935,LAMTOR3
SMG5,2540.6926175108506,0.0819764923579063,0.09193513833665197,0.8916774787211535,0.3725658282799197,0.6580227664902935,SMG5
SLCO3A1,98.92787602220157,0.2572154335613729,0.28844538443746287,0.8917301071154395,0.3725376120706503,0.6580227664902935,SLCO3A1
SHARPIN,786.0800150362587,0.09574660506687831,0.1074368732580212,0.8911894228058231,0.3728275578581649,0.6580227664902935,SHARPIN
GFY,134.81550844898536,0.18310011683103072,0.20529552832442938,0.8918855579829135,0.37245427630980243,0.6580227664902935,GFY
PSMD13,1804.6334287129757,-0.08373749361621013,0.09393387402692666,-0.8914515076021066,0.3726869955784914,0.6580227664902935,PSMD13
MIR22HG,257.0098434267961,0.1830482245756535,0.20540548244371576,0.8911554959386808,0.37284575604041514,0.6580227664902935,MIR22HG
WDFY3,1840.192778391983,-0.08386184026812236,0.09415746372106905,-0.8906552593276481,0.3731141440305119,0.6582406091851416,WDFY3
ELF3,3158.633770961009,-0.1362890866761862,0.1530176815342432,-0.8906754128651898,0.37310332890018116,0.6582406091851416,ELF3
MSX1,1099.0193443959681,0.08630186937796652,0.09688111735966691,0.890801755078594,0.3730355334396105,0.6582406091851416,MSX1
NDUFA9,182.63275869930916,-0.16722999445035858,0.18778225589889913,-0.8905526970577786,0.3731691857288354,0.6582524688830668,NDUFA9
ACLY,5925.135996036901,-0.07059164872093728,0.07931732051281516,-0.8899903358375791,0.37347107531509627,0.6585992815089778,ACLY
SIK3,735.0418527408882,0.141392757067799,0.15889382488159864,0.8898568410267629,0.37354276086970184,0.6585992815089778,SIK3
UBL5,853.4899739181941,-0.0948989814058172,0.10663856626140351,-0.8899123903559523,0.37351293032755484,0.6585992815089778,UBL5
ZNF14,156.0467038476139,-0.1808148096936673,0.2032209264353694,-0.8897450319968503,0.37360280790158296,0.6585992815089778,ZNF14
CFAP418,253.52730498281394,0.159659703085934,0.179446101736616,0.8897362580786309,0.37360752018655075,0.6585992815089778,CFAP418
HRH1,262.6739326709555,0.13993664111586057,0.15744451290792744,0.8887997335143375,0.37411071913062766,0.6589746996013112,HRH1
NEURL1,62.89877443865051,0.23980921237542618,0.26981036369312184,0.8888065272695806,0.37410706730582466,0.6589746996013112,NEURL1
GOLM2,2647.62141490636,0.11999027541631394,0.13496458139803313,0.8890501061344571,0.37397615173194987,0.6589746996013112,GOLM2
HADHB,1251.1403469362074,-0.08310174193436597,0.09349403502029725,-0.8888453890809702,0.37408617846861547,0.6589746996013112,HADHB
COQ5,496.4887709493633,-0.11396753605176838,0.12817042037579493,-0.8891875029949673,0.3739023179739027,0.6589746996013112,COQ5
PTPN13,730.5849177422716,0.12718848380065742,0.1430670947887821,0.889012836868134,0.3739961808916459,0.6589746996013112,PTPN13
H3-5,122.72665469860767,0.1940584384804148,0.21841648639063982,0.8884788950104232,0.3742832035007685,0.6591932878204226,H3-5
FUT1,336.3180857734014,0.15758473778088883,0.1775245708140646,0.8876784608364985,0.3747137352498553,0.6598662377596664,FUT1
ACVR2A,221.30935785606655,-0.14243069609486517,0.16051824518540098,-0.8873177994835141,0.3749078251817992,0.6601226964523266,ACVR2A
TOPBP1,1553.293241668487,-0.08000710567903409,0.09020112276647382,-0.8869856962442526,0.37508660150201856,0.6601814951242893,TOPBP1
AP1B1,1879.1856760733729,0.08185608821426443,0.09228382703361034,0.8870036153187704,0.37507695404220753,0.6601814951242893,AP1B1
AIP,750.0575580242715,-0.10020732661604982,0.11297411242842399,-0.8869937055671696,0.3750822893395531,0.6601814951242893,AIP
GPN2,859.9722451698057,0.10149833060155922,0.11449288023028072,0.8865034262166746,0.37534630870841823,0.6605532571418139,GPN2
WHAMMP2,30.92376215239823,0.3682374919355998,0.41548110767629254,0.886291783506313,0.37546031547634695,0.660606972130842,WHAMMP2
SYPL1,1883.442797960049,0.09526014797725274,0.10748473939194206,0.8862667250825956,0.3754738152542839,0.660606972130842,SYPL1
RAMP1,392.7100374921146,0.1310311543422088,0.14790908042572662,0.8858898585878697,0.37567688150333134,0.6608788942045303,RAMP1
CAMKK2,1238.5920466630803,0.08635811858979166,0.09756830998784354,0.8851041757364804,0.3761004475143599,0.6614531882891976,CAMKK2
APIP,507.633954706607,-0.10671044056046984,0.12055680738708983,-0.885146536917145,0.3760776028497993,0.6614531882891976,APIP
DDN-AS1,123.56708247770159,-0.18549561741738024,0.20991823132510234,-0.8836565373404917,0.3768816490275805,0.6626560021557472,DDN-AS1
PELP1,1966.6357759156333,0.08333578701183512,0.094307608857533,0.8836592086406029,0.3768802065699943,0.6626560021557472,PELP1
RBM18,932.6317120497341,0.09537846690980127,0.10797717179297246,0.8833206623773493,0.37706304304380156,0.6628038497271882,RBM18
SLC41A1,2124.225313692602,-0.07268984863077226,0.08228781061209714,-0.883361072436725,0.37704121617222697,0.6628038497271882,SLC41A1
STYXL1,348.1241775711398,0.11804701511894923,0.13380390909402673,0.8822389115402839,0.377647623670886,0.6635155647941668,STYXL1
SMIM15,1100.8127702985032,-0.11649132863934923,0.13201805051383583,-0.8823894019487936,0.377566264882235,0.6635155647941668,SMIM15
BCKDHB,157.74594150578693,0.19346484720253537,0.21924666056128228,0.8824072700001715,0.37755660569493177,0.6635155647941668,BCKDHB
FBXO28,1392.2246032634205,0.07819810144993251,0.08863878122394324,0.8822109281079502,0.3776627533886787,0.6635155647941668,FBXO28
TMEM120B,703.6065876729332,0.11050683787056342,0.1252945494878003,0.8819764173486514,0.3777895602931033,0.663652763362082,TMEM120B
ZNF236,492.1336269335064,-0.1210364625645984,0.13726433877447827,-0.8817764588037549,0.37789770451135485,0.6636715777437395,ZNF236
VPS28,1688.039792435053,-0.0808263759883172,0.091658044668084,-0.8818252263727543,0.3778713276329978,0.6636715777437395,VPS28
HEATR6,921.7081654245229,0.10139079345700286,0.1150314229196353,0.8814182323714953,0.3780914929390575,0.6638776356135707,HEATR6
RASSF8-AS1,22.620028350064825,0.38793318177740993,0.4401432323807858,0.8813794084235587,0.3781124990622987,0.6638776356135707,RASSF8-AS1
ZNF852,125.36184575170552,0.2129551387907974,0.24165607077722642,0.8812323154385501,0.3781920918573163,0.6639318128056985,ZNF852
PEX10,400.20164176045665,0.11483664675160316,0.13037808460852832,0.8807971607836571,0.37842761676137837,0.6642490774349962,PEX10
TRMT5,586.6861065928784,0.10243394526527566,0.11630728034901436,0.8807182573428968,0.3784703324561727,0.6642490774349962,TRMT5
ORC2,944.4464390100075,0.11386586383427647,0.12934662396007096,0.8803157001564,0.3786883097141025,0.6644604383352934,ORC2
EIF2B1,607.2060524674336,0.11249926725807333,0.12779169873264623,0.8803331388013999,0.378678865409936,0.6644604383352934,EIF2B1
RNH1,2096.7100547262294,-0.07800030130160948,0.08864053051077317,-0.8799620315012611,0.37887987849378824,0.6646253650168525,RNH1
PARP8,578.931342948301,-0.11963448539813909,0.1359406895796809,-0.8800491285430473,0.3788326958241395,0.6646253650168525,PARP8
HESX1,29.165553338825987,-0.37356025909609336,0.42481847443768805,-0.8793408986992791,0.37921646668701947,0.6651301565182524,HESX1
LAMB2,4353.52244833099,-0.07630035591243674,0.0868040568866675,-0.8789952756707613,0.3794038373952805,0.6652874857556836,LAMB2
CCDC14,2314.391443716871,-0.07277877605748038,0.08279716014668843,-0.8790008730799599,0.3794008024491117,0.6652874857556836,CCDC14
ZNF649,125.57351584248183,0.20153685974191504,0.22932131098340938,0.8788405180384458,0.37948775375146737,0.6653489921951403,ZNF649
CDC27,3058.9955417998403,-0.06887225758327387,0.07843469541871267,-0.8780840827596631,0.37989809027468713,0.6659827157138158,CDC27
FHIP1B,1088.8051102269028,-0.08993901189599876,0.10246636458892419,-0.877741805877638,0.3800838516800533,0.6662226339986318,FHIP1B
FAF1,1059.217629100707,-0.09730327347351042,0.11088607340028038,-0.8775067101732578,0.38021147577202064,0.6662748822282271,FAF1
OXSR1,1648.969196824941,-0.09133135114491771,0.10407900619191551,-0.8775194391893799,0.3802045650220176,0.6662748822282271,OXSR1
RPL4P4,335.27980413319506,-0.13439759647099522,0.15318113438976386,-0.8773769498861745,0.3802819287400774,0.666312632183418,RPL4P4
ATP6V1A,1282.1188657214893,0.09671882519507076,0.1102507873272243,0.8772619909553055,0.38034435205625905,0.6663363050491792,ATP6V1A
ENSG00000261578,70.81219091226954,0.2969908963290279,0.33858067721397567,0.8771643401886638,0.380397381891622,0.6663435172315245,ENSG00000261578
CIB1,1912.5678238097455,-0.25939777140804526,0.2957865911932064,-0.8769761007814174,0.38049961925039255,0.6664369134800846,CIB1
MRPS11,292.84332097060263,0.13883059644325288,0.1583553529309231,0.8767028955681264,0.380648033612195,0.6666111533486223,MRPS11
MACC1,1120.6745766848528,0.08475717249849507,0.0967265366785556,0.8762556316904277,0.38089107930125654,0.6669301711987693,MACC1
OLFM2,553.8319707100896,-0.10619806022110924,0.1212047197226913,-0.8761874988373692,0.38092811143636673,0.6669301711987693,OLFM2
SUMO2P1,42.64620809785611,-0.28718658325628293,0.3278432129886067,-0.8759875814975718,0.38103678493244286,0.6670347110170481,SUMO2P1
TICAM1,1176.3457154719656,0.14681432893592836,0.16763126814426077,0.8758170868789367,0.3811294795058465,0.66711125521112,TICAM1
PLEK2,1476.1358057886912,-0.09015779442309127,0.10297434063922828,-0.8755365061181608,0.38128205588557684,0.6672181292185906,PLEK2
PRKRIP1,711.0334370476497,-0.12112218035987658,0.1383423956178873,-0.8755246706470639,0.3812884926937332,0.6672181292185906,PRKRIP1
BNIP2,1451.455937886356,0.09793386884326125,0.11186887905843253,0.8754344342013778,0.381337570642414,0.6672183052737742,BNIP2
ABHD15,236.20036917432097,0.1359358318872043,0.1553018478870765,0.8753008012245052,0.3814102582912313,0.6672597853732432,ABHD15
SPTBN2,797.1200142332682,-0.11958602368179719,0.1366494797514334,-0.8751297399691913,0.38150331689778716,0.6673368883023311,SPTBN2
HEBP1,552.9742975865157,-0.1027719254436492,0.1174648329086582,-0.8749165422434615,0.3816193175627005,0.6673684163230641,HEBP1
TNFSF12,177.65854775757592,0.17726450856025902,0.20259531437583758,0.8749684517945612,0.3815910716359062,0.6673684163230641,TNFSF12
VPS33A,203.38777156541843,0.1869385305447771,0.2137802399892573,0.8744425142107193,0.38187731327540486,0.6677338773906867,VPS33A
BIRC6,3601.378451074924,-0.07197238166612262,0.08235695407942212,-0.873907764931605,0.38216848568282813,0.6681572485186303,BIRC6
TSPAN15,476.8967635950228,-0.10802761523140397,0.1236588915883107,-0.8735935915635821,0.38233961739104394,0.6682849124606353,TSPAN15
